date,debit,cumul
2022-04-04 00:00:12,0.0,15863.60000000107
2022-04-04 00:00:27,0.0,15863.60000000107
2022-04-04 00:00:42,0.0,15863.60000000107
2022-04-04 00:00:57,0.0,15863.60000000107
2022-04-04 00:01:12,0.0,15863.60000000107
2022-04-04 00:01:27,0.0,15863.60000000107
2022-04-04 00:01:42,0.0,15863.60000000107
2022-04-04 00:01:57,0.0,15863.60000000107
2022-04-04 00:02:13,0.0,15863.60000000107
2022-04-04 00:02:28,0.0,15863.60000000107
2022-04-04 00:02:43,0.0,15863.60000000107
2022-04-04 00:02:58,0.0,15863.60000000107
2022-04-04 00:03:13,0.0,15863.60000000107
2022-04-04 00:03:28,0.0,15863.60000000107
2022-04-04 00:03:43,0.0,15863.60000000107
2022-04-04 00:03:58,0.0,15863.60000000107
2022-04-04 00:04:13,0.0,15863.60000000107
2022-04-04 00:04:29,0.0,15863.60000000107
2022-04-04 00:04:44,0.0,15863.60000000107
2022-04-04 00:04:59,0.0,15863.60000000107
2022-04-04 00:05:14,0.0,15863.60000000107
2022-04-04 00:05:30,0.0,15863.60000000107
2022-04-04 00:05:44,0.0,15863.60000000107
2022-04-04 00:05:59,0.0,15863.60000000107
2022-04-04 00:06:14,0.0,15863.60000000107
2022-04-04 00:06:30,0.0,15863.60000000107
2022-04-04 00:06:45,0.0,15863.60000000107
2022-04-04 00:07:00,0.0,15863.60000000107
2022-04-04 00:07:15,0.0,15863.60000000107
2022-04-04 00:07:30,0.0,15863.60000000107
2022-04-04 00:07:45,0.0,15863.60000000107
2022-04-04 00:08:00,0.0,15863.60000000107
2022-04-04 00:08:16,0.0,15863.60000000107
2022-04-04 00:08:30,0.0,15863.60000000107
2022-04-04 00:08:46,0.0,15863.60000000107
2022-04-04 00:09:01,0.0,15863.60000000107
2022-04-04 00:09:16,0.0,15863.60000000107
2022-04-04 00:09:31,0.0,15863.60000000107
2022-04-04 00:09:46,0.0,15863.60000000107
2022-04-04 00:10:01,0.0,15863.60000000107
2022-04-04 00:10:16,0.0,15863.60000000107
2022-04-04 00:10:31,0.0,15863.60000000107
2022-04-04 00:10:47,0.0,15863.60000000107
2022-04-04 00:11:03,0.0,15863.60000000107
2022-04-04 00:11:17,0.0,15863.60000000107
2022-04-04 00:11:32,0.0,15863.60000000107
2022-04-04 00:11:47,0.0,15863.60000000107
2022-04-04 00:12:02,0.0,15863.60000000107
2022-04-04 00:12:18,0.0,15863.60000000107
2022-04-04 00:12:33,0.0,15863.60000000107
2022-04-04 00:12:48,0.0,15863.60000000107
2022-04-04 00:13:04,0.0,15863.60000000107
2022-04-04 00:13:19,0.0,15863.60000000107
2022-04-04 00:13:34,0.0,15863.60000000107
2022-04-04 00:13:50,0.0,15863.60000000107
2022-04-04 00:14:04,0.0,15863.60000000107
2022-04-04 00:14:19,0.0,15863.60000000107
2022-04-04 00:14:34,0.0,15863.60000000107
2022-04-04 00:14:49,0.0,15863.60000000107
2022-04-04 00:15:05,0.0,15863.60000000107
2022-04-04 00:15:20,0.0,15863.60000000107
2022-04-04 00:15:35,0.0,15863.60000000107
2022-04-04 00:15:50,0.0,15863.60000000107
2022-04-04 00:16:05,0.0,15863.60000000107
2022-04-04 00:16:20,0.0,15863.60000000107
2022-04-04 00:16:35,0.0,15863.60000000107
2022-04-04 00:16:50,0.0,15863.60000000107
2022-04-04 00:17:05,0.0,15863.60000000107
2022-04-04 00:17:21,0.0,15863.60000000107
2022-04-04 00:17:36,0.0,15863.60000000107
2022-04-04 00:17:51,0.0,15863.60000000107
2022-04-04 00:18:06,0.0,15863.60000000107
2022-04-04 00:18:21,0.0,15863.60000000107
2022-04-04 00:18:36,0.0,15863.60000000107
2022-04-04 00:18:51,0.0,15863.60000000107
2022-04-04 00:19:06,0.0,15863.60000000107
2022-04-04 00:19:22,0.0,15863.60000000107
2022-04-04 00:19:37,0.0,15863.60000000107
2022-04-04 00:19:52,0.0,15863.60000000107
2022-04-04 00:20:07,0.0,15863.60000000107
2022-04-04 00:20:22,0.0,15863.60000000107
2022-04-04 00:20:37,0.0,15863.60000000107
2022-04-04 00:20:52,0.0,15863.60000000107
2022-04-04 00:21:07,0.0,15863.60000000107
2022-04-04 00:21:22,0.0,15863.60000000107
2022-04-04 00:21:38,0.0,15863.60000000107
2022-04-04 00:21:53,0.0,15863.60000000107
2022-04-04 00:22:08,0.0,15863.60000000107
2022-04-04 00:22:23,0.0,15863.60000000107
